Video ID,Title,Comment
PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,Vaksin Covid 19 siap Januari 2021 ? Berarti setahun penuh kita nikmati virus Corona 😌
PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,Kenapa relawan . DPR dan MPR kan wakil rakyat .
PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,"Pilih vaksin atau obat yg akurat (memiliki presentase kesembuhan tinggi), jangan kena t.pu lgi seperti rp.d test (sangat tidak akurat)"
PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,"ada penelitian tentang ADE, jadi tidak berguna tuh vaksin"
PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,CRISTIAN RONALDO
PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,"Alhamdulilah vaksin sudah bisa d keluarkan dan bisa d vaksinkan ke seluruh warga indonesia, tp KENA SAYA SALAH SATU KARYAWAN BRSUD SUBANG, DENGAN TUGAS PENGANGKUT SAMPAHNYA, DAN TEMAN2 SAYA Di PEMULASARAAN JENAZAH MASIH BELUM MENDAPATKAN INSENTIPNYA,"
PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,knpa gk skrg aja udh tau rakyat susah mau makan
PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,"Inssyha allah ,,,vaksin nya manjur pk,,itu yg aku harapkan,,,semoga allah kabulkan niat yg suci orang yg mau menolong nyaa,,sungguh udah cape sama covid yg kepanjangan,,udah pergi malah datang lagi tuh si covid,,engga mau pergi dari indonesia ,,kaya nya masih ada yg di incar,,belum pada taubat & insyhaf,,malah makin tambah banyak yg kelakuan kaya setan ,,yu berdo,a bersama2 biar covid nya enyah dari negara tercinta ini"
PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,Vaksinnya buatan cina ...
PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,Nanti masyarakat dulu baru pemerintah
PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,Ya Allah mau sekolah lagi kaya dulu😭😭
PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,oke
PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,"Sekalipun Vaksin buatan Indonesia di produksi Massal pada bulan Januari 2021, mungkin saja baiknya vaksin buatan negara luar di berikan ke penderita covid sebelum tanggal 12 November 2020. Kawatir aja mulai tanggal 12 November hujan lebat sering mengguyur Bumi Indonesia"
PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,"Vaksin satu2 nya harapan kita,semoga berhasil...."
PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,Pak yg ori nya kemana? Knp harus di modifikasi lg? Efek nya kan beda... buat rakyat jgn kasi yg kw.. kasian rakyat
PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,Semoga Siap Edar di Januari 2021 dan Efektif. Aaaminnn
PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,"Semula Januari 2021, akhirnya dimajukan ke Desember 2020 gara-gara Luhut dan Erick"
PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,"Pulihkan ekonomi masyarakat pak
Drpd kmi gelap mata"
PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,"Maaf kepada pemegang kebijakan,
Sebaiknya transparan ,isi kandungan vaksinnya, untuk kebaikan bersama🙏🙏"
PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,WHO tidak senang melihat ini.
PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,Akhirnya kembali sekolah kek biasa
PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,"Pak jokowi jangan terpamcing dengan.keadaan korona soalmati dah.takdir dari yg kuasa nilihat bayak masatakat yg harus d lihat pada mengeluh gara""isukorona"
PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,Produksi apa beli pak ?
PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,Aminin sajalah walapun sulit percanya sama pemerintah skrg. Mudah mudahan tdk PHP
PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,"Semoga sebelum bulan Januari vaksin covid udah selesai
Amin..."
PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,"Banyak yg sembuh kok.
Saya jg ikut berjuang 💪✊
Salam kemanusiaan 💧💑👪🙏"
PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,Presiden berharap
PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,"Netizen jangan suka pada sumpah serapah, justru kalau ada vaksin kan kalean bisa pada kerja dg tenang ,berdoa semoga vaksin ini bner2 bisa membantai virus...nggk usah muluk2 ,kalian cukup kasih suport dan berdoa...
Kan lebih bagus kalau indonesia jadi sehati kembali, dan bisa kerja dan menjalankan ibadah dg baik"
PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,Kangen sekolh :)
PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,"Cepet ya allah kangen keluar ama temen,kangen malming, kangen soljum"
PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,Para anggota dewan SM menteri dulu br masyakat biar twu sampai batas waktu yg tlh di tentukan stelah hilang vaksinnya gmn reaksi orangya
PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,Test dlu
PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,Paling banter kayak duit 11 triliun😁😁
PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,"Masyarakat yang Cerdas, hati-hati☝️ vaksin covid 19, dititip virus lain yang akan diaktifkan kembali, akhirnya yang sehat setelah di vaksin virus yang satu terjangkit virus yang lain dan akan jadi masa pendemi yang takberkesudahan, 🙏"
PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,"Klamaan,,"
PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,Kami no..kasih aja dlu ke pemerintah ....
PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,"Tapi vaksin corona Sinovac itu untuk masyarakat negara China aja kan, bukan untuk masyarakat negara Indonesia?"
PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,"Insya allah setiap cobaan pasti ad jalan keluarnya.
Cobaan datang bukan karna ada sebab atau akibat, ikuti arahan dari pemerintah serta aturannya. 
Insya allah negara kita tercinta indonesia akan sembuh dari wabah /virus corona ini. 
Smoga vaksin"" yang di uji coba berkhasiat dpt menyembuhkan tanpa ad efek samping nya.  Amin amin yarobalalamin"
PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,"Yg disuntik duluan adalah pasienya dulu, ga usah pake relawan kasihan relawan yg ga sakit harus disuntik penyakit dulu baru vaksin, langsung saja suntik ke. Pasien yg sakit"
PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,"Mending ambil vaksin dari bau jigong w, sama bau ketek w ni, w hargai 1000 trilyun, dijamin gk bakal korona lg, secara w ini opang, kuli bangunan, pedagang asongan, pake masker kain yg gk pernah dicuci cuci ,w tetep sehat, dengan mulut yg bau jigong karna udh lm gk gosok gigi (gk da pemasukan bro buat beli odol), ketek super bau gk kuat beli rexona, orang orang bilang w ini orang sakti, tidur dijln, diusir dari kontrakan, gk kuat byr kontrakan, gk dpt bansos, cm makan dari sisa warteg dan warung padang, lumayan nasi sisa bikin kenyang jg, punya HP, gk punya pulsa, cm bisa wifi gratisan warteg, ada jg yg kasihan ngasih duit katanya buat beli odol sama rexona, w bilang aja, karna mulut w bau dan ketek w bau, korona jadi takut sama w, ada lg yg bilang masa sih?, w bilang aja, ni w masih hidup sehat kan, langit sebagai atap rumahku, bumi sebagai lantai  menyusuri jln"
PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,Pencitraan tok
PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,"Wkwkwkwk ngomong kyk tuhan...bisa mengetahui segala,mencegah lebih baik dr mengobati...mencegah aja gak bisa,ini lagi mau mengobati"
PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,China ???kebetulankah ??
PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,"Kenapa gak diam aja deh, mending fokus ngurangin penularan covid 19 daripada Koar Koar vaksin, klise."
PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,4 bulan lagi semoga vaksin nya lancar amin dan kita tidak lagi terkena virus covid 19 amin 🙏🙏🙏🙏🙏🙏
PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,Mudah mudahan abis disuntik vaksin ini sholat berjamaah bisa shohu sufufakum (rapatkan saf) Amin
PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,"Pertanyaan nya adalah: 
jika vaksin menyebabkan penyakit lain atau ada effect negative nya, siapa bertanggung jawab?

Semua process ini menggunakan UANG RAKYAT? 

keputusan ini dihisab di AKHIRAT !

*edit. Tidak pernah dibahas bgmn jika ada effect sampingnya? Rakyat Harus kemana?"
